username,video_id,comment,clean_comment,label
,,ambil4d ..Modal sedikit hasil maksimal💗,ambil4d   modal sedikit hasil maksimal,1
@shinae3416,,Bjir di spam JUDOL 😂,@shinae3416 bjir di spam judol,0
,,"A𝐺U𝙎T𝑂𝙏O gachor, mekswin terus",agustoto gachor  mekswin terus,1
@AlvesVfisher-h5q,,"Depo 50, jadi 5 juta di 𝐀GUS𝐓O𝘛𝘖",@AlvesVfisher-h5q depo 50  jadi 5 juta di agustoto,1
@Giga16910,,Pi kapan lanjut ARK,@Giga16910 pi kapan lanjut ark,0
@shabbirsnaper-t5k,,Pertimbangkan untuk menjelajahi 𝘿𝘖R𝐀𝟽7 jika Anda menghargai inovasi dan kreativitas. 🤗 🫂,@shabbirsnaper-t5k pertimbangkan untuk menjelajahi dora77 jika anda menghargai inovasi dan kreativitas,1
,,Serah lu dah King,serah lu dah king,0
,,&quot;Pi itu liat pi&quot;, pi itu liat pi,0
,,𝘼𝙂𝙐𝐒𝑇𝘖𝘛O bikin maxwin makin gampang,agustoto bikin maxwin makin gampang,1
,,"А𝐸𝑅O88 gacir banget, pecah terus", aero88 gacir banget  pecah terus,1
,,kangennn, kangennn,0
,,Jot udah kaya vincent rompies😂😂😂 ada ajaaa gimmicknya😂😂😂,jot udah kaya vincent rompies    ada ajaaa gimmicknya,0
@vanzoelmaulana4324,,"Buset&quot;, lgsung ngulti gitu🤣",@vanzoelmaulana4324 buset   lgsung ngulti gitu,0
,,Xixixi lucu king 😂,xixixi lucu king,0
,,Si paling seru, si paling seru,0
@revidabilka,lvb0_bGZDTU,"gak tau ya, klo liat konten bang radit.. kaya timbul mimpi2 masa kecil mencuat ke permukaan.. narsumnya kaya nunjukin ""nih aku bisa loh""

disisi lain, knp aku pas usia 20an gak belajar menekuni minatku sih 😅 skrng udah gak ada waktu","@revidabilka gak tau ya  klo liat konten bang radit   kaya timbul mimpi2 masa kecil mencuat ke permukaan   narsumnya kaya nunjukin  nih aku bisa loh 

disisi lain  knp aku pas usia 20an gak belajar menekuni minatku sih   skrng udah gak ada waktu",0
@LuceroCjohn-x5b,,"𝘋ЕW𝘈𝐷𝘖𝐑𝐴, cuan terus!",@LuceroCjohn-x5b dewadora  cuan terus,1
@NgocAnhNguyen-l4q9i,lvb0_bGZDTU,"04:34 Pengalaman nonton beda, 👉 𝙿𝚛𝚘𝚋𝚎𝚝𝟾𝟻𝟻 👈 bikin happy! 😍",@NgocAnhNguyen-l4q9i pengalaman nonton beda    probet855   bikin happy,1
@aniskhrnns,atYGhviVhf8,seruu bgt finally satu frame😍,@aniskhrnns seruu bgt finally satu frame,0
@VanHaiBui-y3s,lvb0_bGZDTU,"01:16 Hikmah penuh, ᑭᖇOᗷET❽❺❺ bener-bener inspiratif! 🙏",@VanHaiBui-y3s hikmah penuh  probet855 bener-bener inspiratif,1
,,"Masih blum bisa move on ama <a href=""http://www.youtube.com/results?search_query=%23sikap"">#sikap</a> <br>Anying 😂😂",masih blum bisa move on ama sikap anying,0
@hungFontes-d2r,,"Utang numpuk? Main di 𝘼𝐺U𝘚𝑇𝘖𝐓О aja, pasti lunas!",@hungFontes-d2r utang numpuk  main di agustoto aja  pasti lunas,1
,,Kapan nguli sir?, kapan nguli sir,0
,,"𝐀GUS𝐓O𝘛𝘖 aku bru coba, eh malah jackpot mulu", agustoto aku bru coba  eh malah jackpot mulu,1
@SunaSerdar-y4q,,𝘽𝙊𝙒𝙊77 tidak hanya platform game tapi juga pintu gerbang menuju serangkaian kemenangan cepat dan memuaskan!😂🥹,@SunaSerdar-y4q bowo77 tidak hanya platform game tapi juga pintu gerbang menuju serangkaian kemenangan cepat dan memuaskan,1
,,"Main SORJP88 langsung hoki, jackpot gampang didapet!",main sorjp88 langsung hoki  jackpot gampang didapet,1
@kurumi-chan1771,,Kapan live ark nih,@kurumi-chan1771 kapan live ark nih,0
@InkesterSkoglund,atYGhviVhf8,"Yang bikin makin penasaran, video reels bertema 🅿️︎🆄🅻🅰️︎🆄🆆︎🅸︎🅽︎ malah makin banyak.",@InkesterSkoglund yang bikin makin penasaran  video reels bertema p  ula  uw i n  malah makin banyak,1
,,gua bs ngamuk tuh kalo dimintain makanan sm tmn bgtu😭,gua bs ngamuk tuh kalo dimintain makanan sm tmn bgtu,0
@JARWOkedan,lvb0_bGZDTU,"💼 𝐑𝐀𝐉𝐀𝟔𝟐 mah cuan friendly, bikin rebahan tetep produktif! 📈",@JARWOkedan raja62 mah cuan friendly  bikin rebahan tetep produktif,1
@millerImages-m5g,,"Gak nyangka bisa dapat segini dari 𝘿𝘌𝘞𝘈D𝐎𝐑𝘈, auto traktir sekeluarga!",@millerImages-m5g gak nyangka bisa dapat segini dari dewadora  auto traktir sekeluarga,1
@elvinavivi7300,lvb0_bGZDTU,"DnD with Kristo, lets go Bang Radit",@elvinavivi7300 dnd with kristo  lets go bang radit,0
,,&quot;Just because you do not take an interest in politics doesn&#39;t mean politics won&#39;t take an interest in you.&quot;<br><br>Quote paling kena.., just because you do not take an interest in politics doesn t mean politics won t take an interest in you  quote paling kena,0
@kuyangmiskin,lvb0_bGZDTU,"from ""eh, kykya kita sama dah"",  to ""ah, tapi gw gak seaneh itu jg sih""",@kuyangmiskin from  eh  kykya kita sama dah    to  ah  tapi gw gak seaneh itu jg sih,0
,,Politik 😂 pejabat TOK TOK <b>ADA YANG BISA SAYA BANTU PAK UNTUK MEMPERMUDAH PROSES ADMINISTRASI</b> developer <b>bisa jadikan laut sebagai lahan ngak dan dibuat SHM</b> pejabat <b>siap! Semua bisa diatur</b> BOOOM muncul lah REKLAMASI PENGEMBANGAN LAHAN 😂, politik   pejabat tok tok ada yang bisa saya bantu pak untuk mempermudah proses administrasi developer bisa jadikan laut sebagai lahan ngak dan dibuat shm pejabat siap  semua bisa diatur booom muncul lah reklamasi pengembangan lahan,0
@AidaRosa-c8y,_qZaQs__2yQ,Hati bang radit,@AidaRosa-c8y hati bang radit,0
,,BANJIR 🔥💥PETIR AUTO TAJIR !! Togel62,banjir   petir auto tajir    togel62,1
@elniko5435,lvb0_bGZDTU,Papa berangkat kerja dulu ya.. 🕖 ahh... nonton Radit dulu 📱,@elniko5435 papa berangkat kerja dulu ya     ahh    nonton radit dulu,0
,,"Aku baru aja coba, dan langsung dapet jakpot gede di AEЯO𝟴𝟖.Rasanya gak percaya, tapi itu nyata!",aku baru aja coba  dan langsung dapet jakpot gede di aeяo88 rasanya gak percaya  tapi itu nyata,1
,,"Alah siah boy, kopi cetol Gondanglegi di react si dude😅aduh ketahuan lagi dong tempat ngopi gw😂", alah siah boy  kopi cetol gondanglegi di react si dude aduh ketahuan lagi dong tempat ngopi gw,0
,,"gachor gila, АG𝐔𝙎T𝘖𝑇𝐎 bikin jepey trs",gachor gila  agustoto bikin jepey trs,1
,,"Gw yg etnis thionghua pernah dengar<br><br>Belum nikah ngak boleh kasih angpao, katanya bisa menjauhkan jodoh<br><br>Orang zaman dulu, kalau bilang Khiung Hi harus ngasih angpao<br><br>Angpao ngak boleh ditolak, harus diterima, mau besar atau kecilmya", gw yg etnis thionghua pernah dengarbelum nikah ngak boleh kasih angpao  katanya bisa menjauhkan jodohorang zaman dulu  kalau bilang khiung hi harus ngasih angpaoangpao ngak boleh ditolak  harus diterima  mau besar atau kecilmya,0
,,𝐀𝙂𝐔𝐒𝙏𝑂𝘛𝙊menawarkan kesempatan untuk berbagi pengalaman Anda., agustotomenawarkan kesempatan untuk berbagi pengalaman anda,1
@Elmnopq_26,,Hitman ajg si detektif per peran ini wkwkwk ngeri juga,@Elmnopq_26 hitman ajg si detektif per peran ini wkwkwk ngeri juga,0
,,"Nggak salah pilih main di 𝘈𝘌𝘙O88,rezekinya ngalir terus. Top banget!",nggak salah pilih main di aero88 rezekinya ngalir terus  top banget,1
,,Main di 𝐃𝙀𝘞𝘈𝘿𝙊𝙍𝘈-langsung bikin hari jadi lebih cerah!,main di dewadora-langsung bikin hari jadi lebih cerah,1
,,"sirr, maenn gamee kuliii lagii, sumpahh kocakk batt", sirr  maenn gamee kuliii lagii  sumpahh kocakk batt,0
@suhenripradiptayurandi,,INI LHOOOOOOO,@suhenripradiptayurandi ini lhooooooo,0
@rigormortis6969,,"Kok bisa, pdhal wendi se wow itu rap rap",@rigormortis6969 kok bisa  pdhal wendi se wow itu rap rap,0
@LLLLlll__0000,,The question is not why but how to deal with it,@LLLLlll__0000 the question is not why but how to deal with it,0
,,Mirip daus mini cok,mirip daus mini cok,0
@dekoyurhan2919,SAAVZtoQTH4,Ketoprak cici ragil?,@dekoyurhan2919 ketoprak cici ragil,0
@awa.lynnn_,,aowkwowkwkw,@awa.lynnn_ aowkwowkwkw,0
@MlarssonEnlet-f3w,,udah sisa kolorrrduittt trakhirrr cobaaaTERIMA KASIHHH ambil4d link cari d google aj ntaps la 🥰,@MlarssonEnlet-f3w udah sisa kolorrrduittt trakhirrr cobaaaterima kasihhh ambil4d link cari d google aj ntaps la,1
@Nessertonvijay-p8p,,"gachor mulu, ga pernah rugi di А𝐸𝑅O88",@Nessertonvijay-p8p gachor mulu  ga pernah rugi di aero88,1
@septiyan2665,,please bikin palet lengkapnya kak ness,@septiyan2665 please bikin palet lengkapnya kak ness,0
,,mantappp ambil4d sungguh menggugah selera makan🤤🤤🤤,mantappp ambil4d sungguh menggugah selera makan,1
@roslianaFerraz-d1i,,Jika Anda menghargai peningkatan berkelanjutan ambil4d mungkin pilihan yang baik.,@roslianaFerraz-d1i jika anda menghargai peningkatan berkelanjutan ambil4d mungkin pilihan yang baik,1
@MmarioStout-t4f,,Sangat keren! Meraih kemenangan besar di ambil4d langsung berlibur ke luar negeri!,@MmarioStout-t4f sangat keren  meraih kemenangan besar di ambil4d langsung berlibur ke luar negeri,1
,,Jod jeless ci wkwk,jod jeless ci wkwk,0
,,Mencari komunitas penggemar? A𝙂𝑈𝘚𝑇𝘖𝑇𝑂-mungkin tempatnya.,mencari komunitas penggemar  agustoto-mungkin tempatnya,1
@darkvoid3108,,Udah nonton yg versi hirotada ah kurang cepet nesi,@darkvoid3108 udah nonton yg versi hirotada ah kurang cepet nesi,0
,,𝔾𝔸 ℝ𝕌 𝔻𝔸 ℍ𝕆 𝕂𝕀terpopuler masakini🦅,ga ru da ho kiterpopuler masakini,1
@DetonatorDestroyer,,&quot;mulut pemutus rezeki&quot; tewewet teweeet,@DetonatorDestroyer mulut pemutus rezeki  tewewet teweeet,0
@muchlismahmud4441,QhmebdBeXKY,"Iya, aku dulu pernah dengar, jangan push up, nanti bisa pendek, ndak bisa tinggi",@muchlismahmud4441 iya  aku dulu pernah dengar  jangan push up  nanti bisa pendek  ndak bisa tinggi,0
@MlarssonEnlet-f3w,,Udah coba banyak tempat tapi ambil4d  paling mantep! Ga nyangka bakal sering menang jadi ketagihan! Gk nyesel main disitus ini❤️‍🩹,@MlarssonEnlet-f3w udah coba banyak tempat tapi ambil4d  paling mantep  ga nyangka bakal sering menang jadi ketagihan  gk nyesel main disitus ini,1
,,Ka Nessie kebetulan ijo2 ya nuansanya😅, ka nessie kebetulan ijo2 ya nuansanya,0
,,&quot;Bener juga ya&quot; Ini untuk jawaban yg mana dulu ni😅 yg awal ato akhir. beda ending ny 😅<br>Klo di cut cepet kek ny untuk pertanyaan trakhir + hadiah angpao di pipi, bener juga ya  ini untuk jawaban yg mana dulu ni  yg awal ato akhir  beda ending ny  klo di cut cepet kek ny untuk pertanyaan trakhir   hadiah angpao di pipi,0
,,Merasa sangat senang mendapatkan rezeki yang berkah dari 𝐀𝐆𝙐𝙎𝑇O𝘛О!,merasa sangat senang mendapatkan rezeki yang berkah dari agustoto,1
@Zetixc,,makan apa itu bg? keliatannya enak,@Zetixc makan apa itu bg  keliatannya enak,0
@Rosalesrahman-m6i,,Main di ambil4d uang jajan lancar tiap hari!,@Rosalesrahman-m6i main di ambil4d uang jajan lancar tiap hari,1
@alderder,,njir 32 seconds ago,@alderder njir 32 seconds ago,0
,,"Seru banget main di 𝐀𝙀Я𝑂8𝟾,hasilnya bikin hidup lebih cerah!",seru banget main di aeяo88 hasilnya bikin hidup lebih cerah,1
,,𝐃𝐎𝙍𝐴𝟳𝟳 ga pernah nyesel main, dora77 ga pernah nyesel main,1
,,"𝐀𝐆𝐔S𝙏O𝘛𝙊 aku main bentar aja, saldo lngsg byk", agustoto aku main bentar aja  saldo lngsg byk,1
@lCongđỗkim,atYGhviVhf8,Visualnya ciamik banget! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin video ini kayak film Hollywood!,@lCongđỗkim visualnya ciamik banget   mona4d  bikin video ini kayak film hollywood,1
@AdminLramos-g5m,,"А𝐸𝑅O88 gachor abis, baru coba langsung mekswin",@AdminLramos-g5m aero88 gachor abis  baru coba langsung mekswin,1
@liyaachan5750,,wkwkk kanjut badag,@liyaachan5750 wkwkk kanjut badag,0
,,Merch lu belinya dimans blay?, merch lu belinya dimans blay,0
@ThanhTuongHuynh-h3c,lvb0_bGZDTU,"Aku suka banget lebih berpeluang dan bergabung dengan tim,⚽ℙℝ𝕆𝔹𝔼𝕋-855⚽semoga langgeng di tim yang baru!💯",@ThanhTuongHuynh-h3c aku suka banget lebih berpeluang dan bergabung dengan tim  probet-855 semoga langgeng di tim yang baru,1
,,Jangan ragu!!! mantap parah disini 🎉🎉👍 ambil4d terbaik 2025!!! 😊😊💸,jangan ragu    mantap parah disini     ambil4d terbaik 2025,1
@Abay_Sobari16,,Gelooooo gak ada habis fikri,@Abay_Sobari16 gelooooo gak ada habis fikri,0
@VanKhanhVo-d9o,lvb0_bGZDTU,"Relate banget ceritanya, 👉 𝙿𝚛𝚘𝚋𝚎𝚝𝟾𝟻𝟻 👈 mantap jiwa! 💯",@VanKhanhVo-d9o relate banget ceritanya    probet855   mantap jiwa,1
,,mantap kebagian duit Β 𝐎 𝐖 𝕆 𝟩 𝟕 20k hoki, mantap kebagian duit b o w o 7 7 20k hoki,1
@CabralHerwahyudi-e7h,,"Nggak bisa percaya, baru pertama kali coba di 𝐴𝐆𝑈𝘚𝐓𝑂𝙏𝘖langsung dapet rezeki gede!",@CabralHerwahyudi-e7h nggak bisa percaya  baru pertama kali coba di agustotolangsung dapet rezeki gede,1
,,"Singkat, padat, khaaan", singkat  padat  khaaan,0
@JforsytheGuzman-y7x,,Merasa sangat bahagia dan bersyukur bisa mendapatkan rezeki yang berkah dari 𝘈𝐺𝑈S𝐓𝐎𝘛О!,@JforsytheGuzman-y7x merasa sangat bahagia dan bersyukur bisa mendapatkan rezeki yang berkah dari agustoto,1
@JaetoneSzvetsg-f6w,,Maxwin langsung di 𝐀𝘌𝑅О88,@JaetoneSzvetsg-f6w maxwin langsung di aero88,1
,,"Setuju gw sama si baju biru, kalo pipis di toilet duduk, dudukannya di angkat, biar ga kecipratan pipisnya",setuju gw sama si baju biru  kalo pipis di toilet duduk  dudukannya di angkat  biar ga kecipratan pipisnya,0
,,Jot jot jalan jalan kek. malah ajak hunting kartu pokemon,jot jot jalan jalan kek  malah ajak hunting kartu pokemon,0
@Lavana_Graido,,&quot;Kejar aku kalo bisa&quot;,@Lavana_Graido kejar aku kalo bisa,0
@NgocQuangPhan-c7s,lvb0_bGZDTU,Salut! Detail kecil 𝙋𝙧𝙤𝙗𝙚𝙩8️⃣5️⃣5️⃣ dipikirin banget. Respect! 👏,@NgocQuangPhan-c7s salut  detail kecil probet8  5  5   dipikirin banget  respect,1
,,Lagi datang moon,lagi datang moon,0
,,Icikbos nya bngun jot,icikbos nya bngun jot,0
@GerritsMaster-x2j,,"𝘿𝐄𝙒А𝐷𝘖𝑅А bikin lupa semua beban, hiburan yang sangat menyenangkan! 🤩 🥳",@GerritsMaster-x2j dewadora bikin lupa semua beban  hiburan yang sangat menyenangkan,1
,,"Beda ama ibu gua. Telfon pasti nanya &quot; sudah gajian blm tf dlu ibuk &quot; njir 5/8x tlfn selalu nanyain duit, ga nanya kabar anknya ga nanya gmn keadaanya, tlfn di angkat langsung ngomong sudah gajian kah, jd serba salah di angkat gak tau kondisi gak di angkat dosa, ga tau anaknya masih honorer ada uang pun krna kdang d ksh uang sm teman kerja. Nasib anak perantauan 😅",beda ama ibu gua  telfon pasti nanya   sudah gajian blm tf dlu ibuk   njir 5 8x tlfn selalu nanyain duit  ga nanya kabar anknya ga nanya gmn keadaanya  tlfn di angkat langsung ngomong sudah gajian kah  jd serba salah di angkat gak tau kondisi gak di angkat dosa  ga tau anaknya masih honorer ada uang pun krna kdang d ksh uang sm teman kerja  nasib anak perantauan,0
@Diarifatimahm,lvb0_bGZDTU,Jejak duluu,@Diarifatimahm jejak duluu,0
@FisnaNahilna,,INILAH !,@FisnaNahilna inilah,0
,,💯💯💯NO TIPU-TIPU DI 𝐁𝐈𝐑𝟏𝟐𝟑 SUDAH TERBUKTI 💯💯💯,no tipu-tipu di bir123 sudah terbukti,1
,,"Grace kami suka elu intinya, ngapain lu mikirin omongan zetsu itu, kami mau lu selalu hadir,gw suka elu hadir dan ci jess juga. Kalian berdua hiburan kami tampa cringe ❤❤❤",grace kami suka elu intinya  ngapain lu mikirin omongan zetsu itu  kami mau lu selalu hadir gw suka elu hadir dan ci jess juga  kalian berdua hiburan kami tampa cringe,0
@Megyeigiraldo-m4r,,Keuntungan besar bikin aku makin semangat main di А𝐆𝐔𝘚𝐓О𝘛𝑂!,@Megyeigiraldo-m4r keuntungan besar bikin aku makin semangat main di agustoto,1
@EmrahNizamettin,,kita-kita masih ngepet 𝐵ØᎳ𝒪𝟩７ kekayaan gilaa,@EmrahNizamettin kita-kita masih ngepet boꮃo77 kekayaan gilaa,1
,,"Jangan tunggu lama-lama, langsung coba di 𝘈𝙂𝙐𝘚TO𝙏𝙊-dan rasakan sendiri jakpotnya!",jangan tunggu lama-lama  langsung coba di agustoto-dan rasakan sendiri jakpotnya,1
@noviriantomiranti-b6n,,Auto jepe tiap main di А𝐸𝑅O88,@noviriantomiranti-b6n auto jepe tiap main di aero88,1
@PaslinMunthe17,,"Lah, kirain video panjang 😢",@PaslinMunthe17 lah  kirain video panjang,0
@VantherSiwabessy,,Coba di balik alurnya😅<br><br>Pasti nyambung😂,@VantherSiwabessy coba di balik alurnya pasti nyambung,0
,,"maen di 𝘿𝘖𝘙𝐀𝟩7, cuan gmpng", maen di dora77  cuan gmpng,1
,,"A𝙀R𝙊𝟴𝟪, situs paling gacor", aero88  situs paling gacor,1
,,Inti nya gini kalau di komen seperti itu anggap aj fanz yang arah nya kiri kanan jln nya gk lurus jdi yanv pemikiran lurus bagus jangan di pikirin omongan yang jln nya kiri kanan Combek seson 1 ad grace seru sumpah seson 2 gk ad kyk ad yang kurng di live ini hehehee Gogo semangat 😂😂😂😂,inti nya gini kalau di komen seperti itu anggap aj fanz yang arah nya kiri kanan jln nya gk lurus jdi yanv pemikiran lurus bagus jangan di pikirin omongan yang jln nya kiri kanan combek seson 1 ad grace seru sumpah seson 2 gk ad kyk ad yang kurng di live ini hehehee gogo semangat,0
,,𝘈𝘌ЯO𝟖𝟴menyediakan pengalaman daring yang mudah dan tanpa repot.,aeяo88menyediakan pengalaman daring yang mudah dan tanpa repot,1
@GomezRnagar-x7m,,"А𝐄R𝙊88 bikin hari-hari makin berwarna, rezeki tak pernah ingkar janji! 🙂 🙃",@GomezRnagar-x7m aero88 bikin hari-hari makin berwarna  rezeki tak pernah ingkar janji,1
,,Njir deodorant gua sama kaya king jot 😂,njir deodorant gua sama kaya king jot,0
@DaniSusanto-l2b,,"Assalamualaikum Bang Qory, aku sudah lama menjadi subscriber mu, bahkan semenjak Abang masih chubby, aku doakan agar Abang sukses, dan rejeki Abang semakin lancar, dan di rahmati Allah SWT, Abang kan suka game horror dan suka game yang difficulty nya God, aku ada saran game horror yang namanya Feae And Hunger, yang pertama. Coba Abang main game itu, itu game sempat viral.",@DaniSusanto-l2b assalamualaikum bang qory  aku sudah lama menjadi subscriber mu  bahkan semenjak abang masih chubby  aku doakan agar abang sukses  dan rejeki abang semakin lancar  dan di rahmati allah swt  abang kan suka game horror dan suka game yang difficulty nya god  aku ada saran game horror yang namanya feae and hunger  yang pertama  coba abang main game itu  itu game sempat viral,0
,,kangen kuli😢😢, kangen kuli,0
,,Soft selling berkedok kultum 🤣,soft selling berkedok kultum,0
@jessyan9005,lvb0_bGZDTU,Semua orang harus nonton tingning!,@jessyan9005 semua orang harus nonton tingning,0
@syahfadarrasyid5531,,Bang maen game horror lagi yak,@syahfadarrasyid5531 bang maen game horror lagi yak,0
,,&quot;Tidak mabok&quot; adalah kalimat penuh dusta.,tidak mabok  adalah kalimat penuh dusta,0
,,"Jakpot besar bikin aku makin cinta sama 𝘈𝐺𝘜𝐒𝘛𝑂𝐓𝐎, makasih banget!", jakpot besar bikin aku makin cinta sama agustoto  makasih banget,1
,,Lumayan buat tambahan uang ngopi sama rokok om main slot di 𝐀 𝐌 𝐁 𝐈 𝐋 𝟒 𝐃    hihihi suwonn yoo kakek zeus,lumayan buat tambahan uang ngopi sama rokok om main slot di a m b i l 4 d    hihihi suwonn yoo kakek zeus,1
,,Tambah ini (°), tambah ini,0
@Cikovizz,,lila ning nguli teh,@Cikovizz lila ning nguli teh,0
@JayneMahesh-k7b,,"Gokil, gacir terus main di 𝐀𝘌𝑅О88 bikin auto ketagihan",@JayneMahesh-k7b gokil  gacir terus main di aero88 bikin auto ketagihan,1
,,Stella jeruk jot taro di kantong... Wangi banget,stella jeruk jot taro di kantong    wangi banget,0
@ariefmarjuki9787,,"Politik itu seni memanfaatkan orang lain.. Koh Ray aja dulu getol banget nge-up peringatan darurat garuda biru, demi mengawal keputusan MK katanya. Realitanya itu kerjaan politikus PDIP, dengan demikian tanpa dukungan partai lainnya bisa mencalonkan kepala daerah sendirian. <br>Sepandai2nya kita masih pinteran politikus... atau jangan2 koh Ray orang PDIP? 😮",@ariefmarjuki9787 politik itu seni memanfaatkan orang lain   koh ray aja dulu getol banget nge-up peringatan darurat garuda biru  demi mengawal keputusan mk katanya  realitanya itu kerjaan politikus pdip  dengan demikian tanpa dukungan partai lainnya bisa mencalonkan kepala daerah sendirian  sepandai2nya kita masih pinteran politikus    atau jangan2 koh ray orang pdip,0
@nikmatuldesi4484,,"Sumpah demi apa?? minggu ini hari Brobrogore bangettt, UPLOAD TERUSS BANGG 🤙🤙🤙",@nikmatuldesi4484 sumpah demi apa   minggu ini hari brobrogore bangettt  upload teruss bangg,0
@trungổnhạ43,lvb0_bGZDTU,Komedinya gokil abis! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin aku ketawa sampe lupa waktu!,@trungổnhạ43 komedinya gokil abis   mona4d  bikin aku ketawa sampe lupa waktu,1
,,"Gak ada obat main di AЕ𝑅О𝟾𝟖,cuan melimpah!",gak ada obat main di aero88 cuan melimpah,1
,,✯𝙈𝘼𝙉𝙐𝙏88✯Membuatku bersinar setiap saat, manut88 membuatku bersinar setiap saat,1
@gonzalesCheng-f6p,,"𝘋𝑂𝐑𝘼𝟽𝟩 WEDEY lancar banget, gk ribet sama sekali",@gonzalesCheng-f6p dora77 wedey lancar banget  gk ribet sama sekali,1
@MlopezAkhter-i3b,,Rezeki dari ambil4d emang gak ada duanya terima kasih ya Allah atas limpahan rezeki-Mu!,@MlopezAkhter-i3b rezeki dari ambil4d emang gak ada duanya terima kasih ya allah atas limpahan rezeki-mu,1
@muhyiddin__5638,,Panjangin durasinya ngapa bang,@muhyiddin__5638 panjangin durasinya ngapa bang,0
,,berkah jackpot 20rb ΒОᎳО⑦⑦ freespin jackpot, berkah jackpot 20rb boꮃo77 freespin jackpot,1
@syefaaaeuu,,olengg kaptennn,@syefaaaeuu olengg kaptennn,0
,,Yang gak suka grace tuh yang gak ngikutin S1 padhal seru kalo ada grace si jot jadi anteng🗿,yang gak suka grace tuh yang gak ngikutin s1 padhal seru kalo ada grace si jot jadi anteng,0
@MhynesAramesh-h3h,,"Baru coba main di А𝙀Я𝘖88, langsung utang kelar semua",@MhynesAramesh-h3h baru coba main di aeяo88  langsung utang kelar semua,1
,,Hoki banget main di SORJP88! Jackpotnya gampang didapet!,hoki banget main di sorjp88  jackpotnya gampang didapet,1
@EsraSteinberg,atYGhviVhf8,Sticker di laptop mahasiswa zaman now pasti ada ❝PULAUWIN❞.,@EsraSteinberg sticker di laptop mahasiswa zaman now pasti ada  pulauwin,1
,,"Diluar YB , gua fokus ke lu bertiga aja. <br>Yg lain pada aneh kurang kemistrinya",diluar yb   gua fokus ke lu bertiga aja  yg lain pada aneh kurang kemistrinya,0
,,"Happy banget main di 𝐀ER𝘖𝟾８,jakpotnya besar terus!",happy banget main di aero88 jakpotnya besar terus,1
@AhmadRaditya-w2r,,Betul sekali mas Reymond..<br>Lebih baik kalau didik calon istri sebelum menikah.. ❤🤍✨🤲🏻🤲🏻,@AhmadRaditya-w2r betul sekali mas reymond  lebih baik kalau didik calon istri sebelum menikah,0
,,Hari² kena gorengan,hari2 kena gorengan,0
,,marketing pun saya lihat sampai habis 😂, marketing pun saya lihat sampai habis,0
@iqbalarmansyahiqbalarmansy1901,,Sumanto😭,@iqbalarmansyahiqbalarmansy1901 sumanto,0
@AngelAR-01,lvb0_bGZDTU,"selama penjelasan soal Livin, gw ngikutin sambil buka Livin gw, padahal g ada duit keluar negri😭",@AngelAR-01 selama penjelasan soal livin  gw ngikutin sambil buka livin gw  padahal g ada duit keluar negri,0
@rahimulamin2585,,Judol kon**l malah promosi di kolom komen,@rahimulamin2585 judol kon  l malah promosi di kolom komen,0
,,"𝘈𝐆𝘜𝙎𝙏𝐎𝐓𝙊 cuma main iseng, lngsg jackpot!",agustoto cuma main iseng  lngsg jackpot,1
,,"Rezeki dari 𝘈𝐄𝑅𝐎88 emang gak ada duanya, terima kasih ya Allah atas limpahan rezeki-Mu! 😉 😌", rezeki dari aero88 emang gak ada duanya  terima kasih ya allah atas limpahan rezeki-mu,1
,,Gacor bgt di 𝘈𝙂𝙐𝘚TO𝙏𝙊,gacor bgt di agustoto,1
,,padahal kalo ada lu grace jadi rame dah awkawk,padahal kalo ada lu grace jadi rame dah awkawk,0
,,Nunggu wendy walters dateng sih .,nunggu wendy walters dateng sih,0
,,Yuka lucu,yuka lucu,0
@PhuongPhuWRWRWT1111-t9g,IzbN42Yi8cE,"Semakin hari makin keren, P̲r̲o̲b̲e̲t̲8̲5̲5̲ top! 🔥",@PhuongPhuWRWRWT1111-t9g semakin hari makin keren  probet855 top,1
@djiwaindahraidalhadi7261,,"Bisnis dan politik itu ibarat hate love relation, mau ga mau.",@djiwaindahraidalhadi7261 bisnis dan politik itu ibarat hate love relation  mau ga mau,0
@RehanAbdulah-l8w,,Aing kenapa pusing anjing,@RehanAbdulah-l8w aing kenapa pusing anjing,0
@DucTrangLy-o1y,lvb0_bGZDTU,Asli vibes P̲r̲o̲b̲e̲t̲8̲5̲5̲ beda banget dari yang lain! 👌,@DucTrangLy-o1y asli vibes probet855 beda banget dari yang lain,1
,,"Hanya dengan modal kecil bisa meraih untung berlipat di 𝐴𝙂U𝙎𝙏O𝘛𝙊,sungguh luar biasa!",hanya dengan modal kecil bisa meraih untung berlipat di agustoto sungguh luar biasa,1
,,"𝐀𝘌𝑅О88 ini baru beneran gacor, gak kayak tempat lain", aero88 ini baru beneran gacor  gak kayak tempat lain,1
@EauDcrypto,,sape mon yng ngemng kek gitu,@EauDcrypto sape mon yng ngemng kek gitu,0
,,"gacir banget di АG𝐔𝙎T𝘖𝑇𝐎, auto kaya",gacir banget di agustoto  auto kaya,1
,,𝘈𝐆𝘜𝙎𝙏𝐎𝐓𝙊 gua gmpang bgt dapet jackpot disini,agustoto gua gmpang bgt dapet jackpot disini,1
